municipality_id,municipality_name,domain,tier_public_label,checkpoint_cdx_record_count,checkpoint_valid_capture_count,model_total_arquivo_captures,capture_count_imputed,imputation_note,first_capture_timestamp,last_capture_timestamp,first_capture_year,last_capture_year,active_years_count,unique_digest_count,status_200_count,status_3xx_count,status_4xx_count,status_5xx_count,mime_html_count,mime_pdf_count,mime_image_count,checkpoint_capture_source,model_capture_source,capture_density,digital_decay_rate,digital_decay_rate_source,digital_decay_rate_formula_status,risk_score,evidence_quality_flag
MUN_611E1B2C,Fundão,cm-fundao.pt,Tier 3 — Risco de Fuga,5000,4224,628.0,yes,fase2 raw=0; model used median imputed value=628,19981111185736,20250101071211,1998,2025,28,3585,3973,251,756,13,4987,0,3,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0235629596278,7.9682,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,7.7,imputed
MUN_2B421954,Gavião,cm-gaviao.pt,Tier 4 — Risco Crítico,5000,4611,628.0,yes,fase2 raw=0; model used median imputed value=628,20010418174149,20260411101629,2001,2026,26,3207,4366,312,322,0,3377,345,786,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.185141509434,19.7594,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,91.4,imputed
MUN_C1441840,Góis,cm-gois.pt,Tier 4 — Risco Crítico,5000,3618,628.0,yes,fase2 raw=0; model used median imputed value=628,19991011065102,20241231221438,1999,2024,26,1958,3505,113,1320,57,3453,846,304,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.165524512388,19.5768,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,92.2,imputed
MUN_68BFC02E,Golegã,cm-golega.pt,Tier 3 — Risco de Fuga,5000,4286,628.0,yes,fase2 raw=0; model used median imputed value=628,20041214045856,20241204080815,2004,2024,21,4629,4127,159,710,2,3350,3,17,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.116533679718,15.7787,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,3.7,imputed
MUN_B75BCD7C,Gondomar,cm-gondomar.pt,Tier 2 — Estagnação,5000,4874,628.0,yes,fase2 raw=0; model used median imputed value=628,19981202063916,20251117123651,1998,2025,27,949,3594,1280,124,1,2422,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00379899217819,19.2005,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.3,imputed
MUN_F83491CF,Gouveia,cm-gouveia.pt,Tier 4 — Risco Crítico,5000,4764,628.0,yes,fase2 raw=0; model used median imputed value=628,20010429195208,20241031003921,2001,2024,24,1398,1805,2959,233,0,3698,48,1000,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0511692332763,25.2572,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,85.6,imputed
MUN_1ABB5926,Grândola,cm-grandola.pt,Tier 3 — Risco de Fuga,5000,4499,628.0,yes,fase2 raw=0; model used median imputed value=628,19991011102441,20241128023417,1999,2024,26,2863,3383,1116,498,3,4079,0,641,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0450050164827,10.8437,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,4.0,imputed
MUN_35BBB958,Guarda,mun-guarda.pt,Tier 2 — Estagnação,5000,3329,1137.0,no,raw value used directly,20000823223827,20250201185225,2000,2025,26,2389,3072,257,1646,13,2865,17,230,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0282709234671,2.1776,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,8.8,ok
MUN_8F22A04A,Guimarães,cm-guimaraes.pt,Tier 2 — Estagnação,5000,4434,628.0,yes,fase2 raw=0; model used median imputed value=628,19981201224141,20251121033223,1998,2025,27,3437,4166,268,556,7,4949,0,16,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00400237083113,14.8588,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.6,imputed
MUN_1767290A,Horta,cmhorta.pt,Tier 2 — Estagnação,5000,4877,1121.0,no,raw value used directly,20010928101050,20240929234742,2001,2024,22,4184,4820,57,118,5,4991,6,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.07770153185,15.8812,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,2.2,ok
MUN_2F6CE977,Idanha-a-Nova,cm-idanhanova.pt,Tier 4 — Risco Crítico,5000,4418,2611.0,no,raw value used directly,19981212023844,20260109214539,1998,2026,29,3336,4146,273,574,5,4954,0,26,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.310205536414,2.4402,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,94.3,ok
MUN_13D2BB36,Ílhavo,cm-ilhavo.pt,Tier 1 — Resiliência,5000,3299,628.0,yes,fase2 raw=0; model used median imputed value=628,20010224170200,20241231015939,2001,2024,22,2721,2825,474,1699,2,4819,0,113,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0157685933812,15.5243,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.3,imputed
MUN_A2510CBE,Lagoa,cm-lagoa.pt,Tier 1 — Resiliência,5000,3996,628.0,yes,fase2 raw=0; model used median imputed value=628,20040918134739,20251117125028,2004,2025,21,1212,3014,982,992,10,2898,0,1394,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0262212943633,16.8818,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.2,imputed
MUN_8E8DC35D,Lagoa [R.A.A.],lagoa-acores.pt,Tier 2 — Estagnação,5000,4788,200.0,no,raw value used directly,20150417013624,20241002004019,2015,2024,10,158,3345,1498,125,1,3703,0,884,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0139266067823,12.1744,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,1.6,ok
MUN_8DB95C71,Lagos,cm-lagos.pt,Tier 1 — Resiliência,5000,4459,628.0,yes,fase2 raw=0; model used median imputed value=628,20010625204924,20251117140938,2001,2025,24,2710,2765,1694,541,0,5000,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0186732478963,14.9486,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.3,imputed
MUN_A1C21A8B,Lajes das Flores,cmlajesdasflores.pt,Tier 3 — Risco de Fuga,5000,3950,579.0,no,raw value used directly,20131107154723,20240802031215,2013,2024,12,1623,3949,39,1012,0,4474,0,446,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.409187279152,10.7668,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,1.3,ok
MUN_DA5FB3D6,Lajes do Pico,cm-lajesdopico.pt,Tier 3 — Risco de Fuga,5000,3990,698.0,no,raw value used directly,20140925080745,20240315211512,2014,2024,11,3970,3964,26,1009,1,4978,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.159106450878,9.4124,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,6.9,ok
MUN_A37B699A,Lamego,cm-lamego.pt,Tier 3 — Risco de Fuga,5000,4402,628.0,yes,fase2 raw=0; model used median imputed value=628,20010228015809,20241231235906,2001,2024,23,4224,4232,170,554,41,4842,0,2,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0258064516129,16.7452,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,5.4,imputed
MUN_97165604,Leiria,cm-leiria.pt,Tier 1 — Resiliência,5000,3557,628.0,yes,fase2 raw=0; model used median imputed value=628,19981111184727,20250101001942,1998,2025,28,2674,3374,183,1386,55,4512,155,1,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00484620252188,15.6594,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.3,imputed
MUN_9B643420,Lisboa,cm-lisboa.pt,Tier 1 — Resiliência,5000,4943,628.0,yes,fase2 raw=0; model used median imputed value=628,19981111184832,20240830010649,1998,2024,27,4451,4629,314,40,10,4936,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00114805945047,10.5744,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,3.1,imputed
MUN_E85CA389,Loulé,cm-loule.pt,Tier 1 — Resiliência,5000,4457,628.0,yes,fase2 raw=0; model used median imputed value=628,19980109152838,20240328211029,1998,2024,27,3141,3986,471,534,5,4865,0,116,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00865753122501,1.1401,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.6,imputed
MUN_357F9948,Loures,cm-loures.pt,Tier 2 — Estagnação,5000,4988,628.0,yes,fase2 raw=0; model used median imputed value=628,19981212023844,20230427180318,1998,2023,26,4530,4834,154,0,6,4994,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00309878614428,1.7618,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,1.2,imputed
MUN_B6537034,Lourinhã,cm-lourinha.pt,Tier 1 — Resiliência,5000,4676,628.0,yes,fase2 raw=0; model used median imputed value=628,20020602174804,20240327004846,2002,2024,23,4478,4546,130,322,0,4998,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0235320568067,17.3521,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.2,imputed
MUN_84344805,Lousã,cm-lousa.pt,Tier 2 — Estagnação,5000,2115,628.0,yes,fase2 raw=0; model used median imputed value=628,19970426034305,20251120211659,1997,2025,29,946,1531,584,2876,0,4031,0,794,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0367058273423,19.2359,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,1.0,imputed
MUN_7CCECEFC,Lousada,cm-lousada.pt,Tier 2 — Estagnação,5000,4488,628.0,yes,fase2 raw=0; model used median imputed value=628,19981205195630,20240929234742,1998,2024,23,1597,4365,123,509,0,2254,0,2698,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0131993778637,15.5713,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.7,imputed
MUN_360FF597,Mação,cm-macao.pt,Tier 4 — Risco Crítico,5000,4297,628.0,yes,fase2 raw=0; model used median imputed value=628,20010223190137,20240925224325,2001,2024,23,1840,4285,128,549,2,3446,0,1518,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.09766718507,16.6109,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,87.7,imputed
MUN_4C6236E8,Macedo de Cavaleiros,cm-macedodecavaleiros.pt,Tier 3 — Risco de Fuga,5000,3551,788.0,no,raw value used directly,20080223211119,20240929234742,2008,2024,16,1056,3446,105,1429,1,2392,1,2229,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0553837503514,17.1355,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,14.9,ok
MUN_FD37943D,Machico,cm-machico.pt,Tier 3 — Risco de Fuga,5000,4133,628.0,yes,fase2 raw=0; model used median imputed value=628,20020701024541,20250127172437,2002,2025,22,1297,3743,390,814,0,2663,20,693,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0319495319495,17.1064,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.8,imputed
MUN_E3777529,Madalena,cm-madalena.pt,Tier 1 — Resiliência,5000,3173,628.0,yes,fase2 raw=0; model used median imputed value=628,20050720005956,20240929234742,2005,2024,20,3931,3153,21,1822,4,4802,0,125,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0981403344273,17.1355,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,2.3,imputed
MUN_B0A5EF80,Mafra,cm-mafra.pt,Tier 1 — Resiliência,5000,4370,628.0,yes,fase2 raw=0; model used median imputed value=628,19990427185622,20240929231148,1999,2024,26,3203,4067,303,628,1,4364,132,443,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00717222476016,15.2233,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.2,imputed
MUN_C0D82E85,Maia,cm-maia.pt,Tier 1 — Resiliência,5000,1780,628.0,yes,fase2 raw=0; model used median imputed value=628,19971013005224,20241202010717,1997,2024,28,1415,1578,202,3219,1,4949,0,38,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00460015968707,16.6477,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.2,imputed
MUN_A9F77A16,Mangualde,cmmangualde.pt,Tier 3 — Risco de Fuga,5000,3917,461.0,no,raw value used directly,20050113015100,20240817101519,2005,2024,20,847,729,3188,1079,1,4997,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0250597956077,16.9693,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,6.8,ok
MUN_A8CBDDC8,Manteigas,cm-manteigas.pt,Tier 4 — Risco Crítico,5000,3870,171.0,no,raw value used directly,20021016073836,20241003014536,2002,2024,23,2242,1475,2395,1102,21,4145,0,590,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0576728499157,23.4698,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,76.0,ok
MUN_35AEBF66,Marco de Canaveses,cm-marco-canaveses.pt,Tier 2 — Estagnação,5000,2983,628.0,yes,fase2 raw=0; model used median imputed value=628,19980518050824,20240821181250,1998,2024,27,2017,1415,1568,2011,3,4946,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0126518524488,14.6495,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.9,imputed
MUN_F466CEE7,Marinha Grande,cm-mgrande.pt,Tier 1 — Resiliência,5000,2161,1163.0,no,raw value used directly,19981201040202,20240929234807,1998,2024,26,1825,2084,77,2837,1,4986,0,11,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0294938121323,15.6826,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.3,ok
MUN_9E9DE22D,Marvão,cm-marvao.pt,Tier 4 — Risco Crítico,5000,4793,175.0,no,raw value used directly,19981202041104,20241129030403,1998,2024,27,914,2487,2369,143,1,4038,52,705,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0572082379863,21.6432,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,90.0,ok
MUN_62402CD9,Matosinhos,cm-matosinhos.pt,Tier 1 — Resiliência,5000,2915,1726.0,no,raw value used directly,19961226235100,20241231201758,1996,2024,27,2617,2761,154,2027,54,4980,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00992279079928,2.9201,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.7,ok
MUN_EA7C631B,Mealhada,cm-mealhada.pt,Tier 2 — Estagnação,5000,4450,1041.0,no,raw value used directly,20040806100833,20241230005950,2004,2024,21,2810,4328,122,549,1,2743,131,1973,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0534202288705,16.1949,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,1.4,ok
MUN_CF5AA9E0,Mêda,cm-meda.pt,Tier 4 — Risco Crítico,5000,4700,432.0,no,raw value used directly,20020112164826,20240930004209,2002,2024,23,1946,1303,3397,297,1,4358,4,495,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0936280884265,19.401,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,71.0,ok
MUN_C79FF705,Melgaço,cm-melgaco.pt,Tier 4 — Risco Crítico,5000,4998,1052.0,no,raw value used directly,19981212023845,20241113222540,1998,2024,24,2973,3293,1705,0,1,4783,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.135654416505,15.7016,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,94.5,ok
MUN_4AFE0C28,Mértola,cm-mertola.pt,Tier 4 — Risco Crítico,5000,4631,999.0,no,raw value used directly,20011129094928,20250524033113,2001,2025,25,4512,4498,133,367,1,4932,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.159431854453,16.5124,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,97.5,ok
MUN_A7D9E4E3,Mesão Frio,cm-mesaofrio.pt,Tier 3 — Risco de Fuga,5000,3717,726.0,no,raw value used directly,20020428063153,20240929234808,2002,2024,23,1462,3570,147,1083,0,2437,6,2001,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.204737732657,17.0612,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,16.0,ok
MUN_5B71AFAB,Mira,cm-mira.pt,Tier 2 — Estagnação,5000,3529,1027.0,no,raw value used directly,20020612155248,20251215111035,2002,2025,23,4198,3487,95,1418,0,4821,11,86,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0840769545641,16.8483,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,6.8,ok
MUN_0CAA3C53,Miranda do Corvo,cm-mirandadocorvo.pt,Tier 3 — Risco de Fuga,5000,4902,247.0,no,raw value used directly,20021128205500,20240316002133,2002,2024,23,4387,4760,142,89,8,4999,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0204571807189,20.0883,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,1.1,ok
MUN_8B9E4F99,Miranda do Douro,cm-mdouro.pt,Tier 4 — Risco Crítico,5000,3376,997.0,no,raw value used directly,20040328215731,20240711215409,2004,2024,21,2672,1626,1750,1599,25,5000,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.154477843198,16.8118,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,94.9,ok
MUN_90566298,Mirandela,cm-mirandela.pt,Tier 3 — Risco de Fuga,5000,3779,938.0,no,raw value used directly,20020719103619,20240926220639,2002,2024,23,1495,1913,1866,1176,40,4433,0,441,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0437990287635,16.9341,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,12.4,ok
MUN_2CCE9D97,Mogadouro,cm-mogadouro.pt,Tier 4 — Risco Crítico,5000,4958,43.0,no,raw value used directly,20010216132104,20240609135952,2001,2024,23,647,4853,105,33,9,3160,101,1632,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00514785107147,25.7992,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,93.1,ok
MUN_2417723C,Moimenta da Beira,cm-moimenta.pt,Tier 3 — Risco de Fuga,5000,1619,778.0,no,raw value used directly,20020523194510,20250101000515,2002,2025,23,1409,1461,158,3355,26,4706,31,60,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0820934895009,17.2514,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,23.4,ok
MUN_DDDAE2C8,Moita,cm-moita.pt,Tier 1 — Resiliência,5000,3616,1744.0,no,raw value used directly,19991011042939,20250822135250,1999,2025,27,2186,3399,217,1037,315,3710,0,1220,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0260843553694,10.2487,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,1.2,ok
MUN_6CB0A2DA,Monção,cm-moncao.pt,Tier 3 — Risco de Fuga,5000,4808,160.0,no,raw value used directly,19990503090909,20240314235403,1999,2024,26,1380,4594,214,178,3,4410,401,90,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00893954631802,24.4226,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,4.7,ok
MUN_72987F57,Monchique,cm-monchique.pt,Tier 4 — Risco Crítico,5000,4584,248.0,no,raw value used directly,20030118101724,20240328205643,2003,2024,22,3434,3668,916,407,0,4859,0,113,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0454462158695,19.1019,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,85.8,ok
MUN_5DD08529,Mondim de Basto,cm-mondimdebasto.pt,Tier 4 — Risco Crítico,882,617,55.0,no,raw value used directly,20030425012403,20240814171247,2003,2024,22,435,428,189,263,2,662,5,99,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00853242320819,26.0586,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,81.4,ok
