municipality_id,municipality_name,domain,raw_total_arquivo_captures,model_total_arquivo_captures,capture_count_imputed,capture_density,capture_density_formula,digital_decay_rate,digital_decay_rate_source,digital_decay_rate_formula_status,total_arquivo_captures_enters_model,capture_density_enters_model,digital_decay_rate_enters_model,tier_public_label,notes
MUN_9E9DE22D,Marvão,cm-marvao.pt,175,175.0,no,0.0572082379863,Total_Arquivo_Captures / Pop. 2021,21.6432,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_62402CD9,Matosinhos,cm-matosinhos.pt,1726,1726.0,no,0.00992279079928,Total_Arquivo_Captures / Pop. 2021,2.9201,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_EA7C631B,Mealhada,cm-mealhada.pt,1041,1041.0,no,0.0534202288705,Total_Arquivo_Captures / Pop. 2021,16.1949,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_CF5AA9E0,Mêda,cm-meda.pt,432,432.0,no,0.0936280884265,Total_Arquivo_Captures / Pop. 2021,19.401,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_C79FF705,Melgaço,cm-melgaco.pt,1052,1052.0,no,0.135654416505,Total_Arquivo_Captures / Pop. 2021,15.7016,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_4AFE0C28,Mértola,cm-mertola.pt,999,999.0,no,0.159431854453,Total_Arquivo_Captures / Pop. 2021,16.5124,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_A7D9E4E3,Mesão Frio,cm-mesaofrio.pt,726,726.0,no,0.204737732657,Total_Arquivo_Captures / Pop. 2021,17.0612,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_5B71AFAB,Mira,cm-mira.pt,1027,1027.0,no,0.0840769545641,Total_Arquivo_Captures / Pop. 2021,16.8483,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_0CAA3C53,Miranda do Corvo,cm-mirandadocorvo.pt,247,247.0,no,0.0204571807189,Total_Arquivo_Captures / Pop. 2021,20.0883,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_8B9E4F99,Miranda do Douro,cm-mdouro.pt,997,997.0,no,0.154477843198,Total_Arquivo_Captures / Pop. 2021,16.8118,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_90566298,Mirandela,cm-mirandela.pt,938,938.0,no,0.0437990287635,Total_Arquivo_Captures / Pop. 2021,16.9341,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_2CCE9D97,Mogadouro,cm-mogadouro.pt,43,43.0,no,0.00514785107147,Total_Arquivo_Captures / Pop. 2021,25.7992,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_2417723C,Moimenta da Beira,cm-moimenta.pt,778,778.0,no,0.0820934895009,Total_Arquivo_Captures / Pop. 2021,17.2514,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_DDDAE2C8,Moita,cm-moita.pt,1744,1744.0,no,0.0260843553694,Total_Arquivo_Captures / Pop. 2021,10.2487,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_6CB0A2DA,Monção,cm-moncao.pt,160,160.0,no,0.00893954631802,Total_Arquivo_Captures / Pop. 2021,24.4226,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_72987F57,Monchique,cm-monchique.pt,248,248.0,no,0.0454462158695,Total_Arquivo_Captures / Pop. 2021,19.1019,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_5DD08529,Mondim de Basto,cm-mondimdebasto.pt,55,55.0,no,0.00853242320819,Total_Arquivo_Captures / Pop. 2021,26.0586,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_2826501B,Monforte,cm-monforte.pt,150,150.0,no,0.04995004995,Total_Arquivo_Captures / Pop. 2021,25.7343,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_1D673464,Montalegre,cm-montalegre.pt,1524,1524.0,no,0.164810208716,Total_Arquivo_Captures / Pop. 2021,14.8206,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_772FDB84,Montemor-o-Novo,cm-montemornovo.pt,369,369.0,no,0.0230855855856,Total_Arquivo_Captures / Pop. 2021,19.2497,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_D7A5772A,Montemor-o-Velho,cm-montemorvelho.pt,812,812.0,no,0.0328758249322,Total_Arquivo_Captures / Pop. 2021,16.8557,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_2079D279,Montijo,mun-montijo.pt,1452,1452.0,no,0.0256782088919,Total_Arquivo_Captures / Pop. 2021,10.3655,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_7FE19538,Mora,cm-mora.pt,0,628.0,yes,0.149666348904,Total_Arquivo_Captures / Pop. 2021,21.8065,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,Capture count imputed with median value.
MUN_BDE055D9,Mortágua,cm-mortagua.pt,0,628.0,yes,0.069623059867,Total_Arquivo_Captures / Pop. 2021,23.2626,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_451D723E,Moura,cm-moura.pt,0,628.0,yes,0.0470905818836,Total_Arquivo_Captures / Pop. 2021,17.4236,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,Capture count imputed with median value.
MUN_9EE8D187,Mourão,cm-mourao.pt,0,628.0,yes,0.264978902954,Total_Arquivo_Captures / Pop. 2021,19.6726,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,Capture count imputed with median value.
MUN_50B2E090,Murça,cm-murca.pt,0,628.0,yes,0.119414337326,Total_Arquivo_Captures / Pop. 2021,16.9461,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,Capture count imputed with median value.
MUN_773263B1,Murtosa,cm-murtosa.pt,0,628.0,yes,0.0593124291651,Total_Arquivo_Captures / Pop. 2021,17.1157,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_CE4524D8,Nazaré,cm-nazare.pt,128,128.0,no,0.00854244527496,Total_Arquivo_Captures / Pop. 2021,25.0359,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_9B972961,Nelas,cm-nelas.pt,1117,1117.0,no,0.0845187651332,Total_Arquivo_Captures / Pop. 2021,15.2098,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_2BD60889,Nisa,cm-nisa.pt,833,833.0,no,0.141043007111,Total_Arquivo_Captures / Pop. 2021,17.459,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_AC18BA4D,Nordeste,cm-nordeste.pt,0,628.0,yes,0.1415370746,Total_Arquivo_Captures / Pop. 2021,25.5847,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_8B661AD8,Óbidos,cm-obidos.pt,542,542.0,no,0.0443390052356,Total_Arquivo_Captures / Pop. 2021,17.4418,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_86F16715,Odemira,cm-odemira.pt,1711,1711.0,no,0.0566819055191,Total_Arquivo_Captures / Pop. 2021,14.6973,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_87D821BD,Odivelas,cm-odivelas.pt,1564,1564.0,no,0.0104999563621,Total_Arquivo_Captures / Pop. 2021,15.019,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_E2E789BD,Oeiras,cm-oeiras.pt,264,264.0,no,0.00153668843642,Total_Arquivo_Captures / Pop. 2021,18.784,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_F67DFD87,Oleiros,cm-oleiros.pt,3157,3157.0,no,0.642580907796,Total_Arquivo_Captures / Pop. 2021,1.2997,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_3675DE36,Olhão,cm-olhao.pt,642,642.0,no,0.0143463687151,Total_Arquivo_Captures / Pop. 2021,16.501,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_6384CF4E,Oliveira de Azeméis,cm-oaz.pt,1097,1097.0,no,0.016486571785,Total_Arquivo_Captures / Pop. 2021,16.489,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_306425B4,Oliveira de Frades,cm-ofrades.pt,16,16.0,no,0.00166441277437,Total_Arquivo_Captures / Pop. 2021,10.567,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_AB33443C,Oliveira do Bairro,cm-olb.pt,849,849.0,no,0.0360708671453,Total_Arquivo_Captures / Pop. 2021,17.2624,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_6A318245,Oliveira do Hospital,cm-oliveiradohospital.pt,949,949.0,no,0.0486866406731,Total_Arquivo_Captures / Pop. 2021,16.1299,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_44A725A1,Ourém,cm-ourem.pt,186,186.0,no,0.00413067134513,Total_Arquivo_Captures / Pop. 2021,25.7365,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_E27CB886,Ourique,cm-ourique.pt,171,171.0,no,0.0353378797272,Total_Arquivo_Captures / Pop. 2021,25.0694,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_5D3F118F,Ovar,cm-ovar.pt,0,628.0,yes,0.0113381959991,Total_Arquivo_Captures / Pop. 2021,19.3757,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,Capture count imputed with median value.
MUN_E8D8A05F,Paços de Ferreira,cm-pacosdeferreira.pt,403,403.0,no,0.00722429370429,Total_Arquivo_Captures / Pop. 2021,17.0284,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_8F6EFFD3,Palmela,cm-palmela.pt,0,628.0,yes,0.00898696317921,Total_Arquivo_Captures / Pop. 2021,14.6275,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_AE5865E7,Pampilhosa da Serra,cm-pampilhosadaserra.pt,707,707.0,no,0.173411822418,Total_Arquivo_Captures / Pop. 2021,17.0924,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_A583B8E4,Paredes,cm-paredes.pt,0,628.0,yes,0.00740199429528,Total_Arquivo_Captures / Pop. 2021,15.4052,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,Capture count imputed with median value.
MUN_775642EC,Paredes de Coura,cm-paredes-coura.pt,43,43.0,no,0.00494082500287,Total_Arquivo_Captures / Pop. 2021,25.7257,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_DAAAC6DD,Pedrógão Grande,cm-pedrogaogrande.pt,778,778.0,no,0.223949337939,Total_Arquivo_Captures / Pop. 2021,17.0758,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_F774BF75,Penacova,cm-penacova.pt,587,587.0,no,0.0448194242956,Total_Arquivo_Captures / Pop. 2021,17.1063,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_9762DE8D,Penafiel,cm-penafiel.pt,897,897.0,no,0.0128357397364,Total_Arquivo_Captures / Pop. 2021,15.2595,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_837223C2,Penalva do Castelo,cm-penalvadocastelo.pt,651,651.0,no,0.0885834807457,Total_Arquivo_Captures / Pop. 2021,17.1916,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_F506D7DC,Penamacor,cm-penamacor.pt,0,628.0,yes,0.131051752922,Total_Arquivo_Captures / Pop. 2021,14.5861,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,Capture count imputed with median value.
MUN_EADECAE8,Penedono,cm-penedono.pt,234,234.0,no,0.083931133429,Total_Arquivo_Captures / Pop. 2021,20.0901,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_D9B3E0D1,Penela,cm-penela.pt,616,616.0,no,0.112265354474,Total_Arquivo_Captures / Pop. 2021,17.2928,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_6B46C6FE,Peniche,cm-peniche.pt,855,855.0,no,0.0320645040315,Total_Arquivo_Captures / Pop. 2021,16.1927,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_F71D7179,Peso da Régua,cm-pesoregua.pt,847,847.0,no,0.0581690817938,Total_Arquivo_Captures / Pop. 2021,16.5343,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_0679B5F1,Pinhel,cm-pinhel.pt,182,182.0,no,0.0225080385852,Total_Arquivo_Captures / Pop. 2021,22.33,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_911E1C5B,Pombal,cm-pombal.pt,692,692.0,no,0.0134447250826,Total_Arquivo_Captures / Pop. 2021,16.8184,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_9EDA4D06,Ponta Delgada,cm-pontadelgada.pt,1026,1026.0,no,0.0151589025309,Total_Arquivo_Captures / Pop. 2021,8.991,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_092CA7F9,Ponta do Sol,cm-pontadosol.pt,495,495.0,no,0.0586910125682,Total_Arquivo_Captures / Pop. 2021,13.2908,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_E9DFD100,Ponte da Barca,cm-pontedabarca.pt,9,9.0,no,0.000811688311688,Total_Arquivo_Captures / Pop. 2021,25.5688,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_C06EBE59,Ponte de Lima,cm-pontedelima.pt,1072,1072.0,no,0.0259941804074,Total_Arquivo_Captures / Pop. 2021,16.4564,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_0BFF414D,Ponte de Sor,cm-pontedesor.pt,538,538.0,no,0.0351679958164,Total_Arquivo_Captures / Pop. 2021,19.0142,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_70C2D742,Portalegre,cm-portalegre.pt,395,395.0,no,0.0176907918309,Total_Arquivo_Captures / Pop. 2021,19.0252,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_63B55F8F,Portel,cm-portel.pt,245,245.0,no,0.0426829268293,Total_Arquivo_Captures / Pop. 2021,20.0901,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_F66DA7CF,Portimão,cm-portimao.pt,1759,1759.0,no,0.0292221816128,Total_Arquivo_Captures / Pop. 2021,15.4901,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_8493F398,Porto,cm-porto.pt,1319,1319.0,no,0.00562622100513,Total_Arquivo_Captures / Pop. 2021,26.0246,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_A7039818,Porto de Mós,municipio-portodemos.pt,1114,1114.0,no,0.0475783719142,Total_Arquivo_Captures / Pop. 2021,16.0613,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
